symbol	name	chrom	start	end	strand
ARHGAP10	Rho GTPase activating protein 10	chr4	147731922	148072780	+
NR3C2	nuclear receptor subfamily 3 group C member 2	chr4	148078762	148445549	-
IQCM	IQ motif containing M	chr4	149351709	149896233	-
DCLK2	doublecortin like kinase 2	chr4	150078176	150257454	+
LRBA	LPS responsive beige-like anchor protein	chr4	150264435	151015755	-
MAB21L2	mab-21 like 2	chr4	150582151	150584693	+
RPS3A	ribosomal protein S3A	chr4	151099565	151104652	+
SH3D19	SH3 domain containing 19	chr4	151102751	151409365	-
PRSS48	serine protease 48	chr4	151277161	151291862	+
FHIP1A	FHF complex subunit HOOK interacting protein 1A	chr4	151409118	151670503	+
GATB	glutamyl-tRNA amidotransferase subunit B	chr4	151670458	151761028	-
FBXW7	F-box and WD repeat domain containing 7	chr4	152320544	152536107	-
TMEM154	transmembrane protein 154	chr4	152618628	152680012	-
TIGD4	tigger transposable element derived 4	chr4	152768155	152779732	-
ARFIP1	ARF interacting protein 1	chr4	152779096	152918463	+
FHDC1	FH2 domain containing 1	chr4	152935887	152979697	+
TRIM2	tripartite motif containing 2	chr4	153152163	153339319	+
MND1	meiotic nuclear divisions 1	chr4	153344623	153415118	+
TMEM131L	transmembrane 131 like	chr4	153466307	153637612	+
TLR2	toll like receptor 2	chr4	153684050	153708537	+
RNF175	ring finger protein 175	chr4	153710160	153760031	-
SFRP2	secreted frizzled related protein 2	chr4	153780591	153789083	-
DCHS2	dachsous cadherin-related 2	chr4	154231742	154491799	-
PLRG1	pleiotropic regulator 1	chr4	154535005	154550403	-
FGB	fibrinogen beta chain	chr4	154562971	154572807	+
FGA	fibrinogen alpha chain	chr4	154583126	154590745	-
FGG	fibrinogen gamma chain	chr4	154604134	154612967	-
LRAT	lecithin retinol acyltransferase	chr4	154626945	154753120	+
RBM46	RNA binding motif protein 46	chr4	154781213	154828813	+
NPY2R	neuropeptide Y receptor Y2	chr4	155208636	155217078	+
MAP9	microtubule associated protein 9	chr4	155342658	155376970	-
GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	chr4	155666707	155737059	+
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	chr4	155758988	155807811	+
ASIC5	acid sensing ion channel subunit family member 5	chr4	155829729	155866277	-
TDO2	tryptophan 2,3-dioxygenase	chr4	155854738	155920414	+
CTSO	cathepsin O	chr4	155921580	155953912	-
PDGFC	platelet derived growth factor C	chr4	156760454	156971799	-
GLRB	glycine receptor beta	chr4	157076100	157172090	+
GRIA2	glutamate ionotropic receptor AMPA type subunit 2	chr4	157204182	157387146	+
GASK1B	golgi associated kinase 1B	chr4	158124474	158174249	-
TMEM144	transmembrane protein 144	chr4	158201604	158255416	+
RXFP1	relaxin family peptide receptor 1	chr4	158315311	158653372	+
C4orf46	chromosome 4 open reading frame 46	chr4	158666675	158672255	-
ETFDH	electron transfer flavoprotein dehydrogenase	chr4	158671968	158710758	+
PPID	peptidylprolyl isomerase D	chr4	158709127	158723406	-
FNIP2	folliculin interacting protein 2	chr4	158769026	158908050	+
SPMIP2	sperm microtubule inner protein 2	chr4	158893134	159038760	-
RAPGEF2	Rap guanine nucleotide exchange factor 2	chr4	159103013	159360174	+
FSTL5	follistatin like 5	chr4	161383897	162164005	-
NAF1	nuclear assembly factor 1 ribonucleoprotein	chr4	163110073	163166913	-
NPY1R	neuropeptide Y receptor Y1	chr4	163323962	163344852	-
NPY5R	neuropeptide Y receptor Y5	chr4	163343583	163352477	+
TKTL2	transketolase like 2	chr4	163471095	163473754	-
TMA16	translation machinery associated 16 homolog	chr4	163494442	163520733	+
MARCHF1	membrane associated ring-CH-type finger 1	chr4	163524298	164384050	-
SMIM31	small integral membrane protein 31	chr4	164754064	164803795	+
APELA	apelin receptor early endogenous ligand	chr4	164876944	164899007	+
TRIM61	tripartite motif containing 61	chr4	164954446	164977668	-
TRIM60	tripartite motif containing 60	chr4	165016458	165041749	+
TRIM75	tripartite motif containing 75	chr4	165053866	165060554	+
TMEM192	transmembrane protein 192	chr4	165070608	165208549	-
KLHL2	kelch like family member 2	chr4	165207561	165323156	+
GK3	glycerol kinase 3	chr4	165277807	165279704	-
MSMO1	methylsterol monooxygenase 1	chr4	165327667	165343180	+
CPE	carboxypeptidase E	chr4	165361194	165498547	+
TLL1	tolloid like 1	chr4	165873237	166104457	+
SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	chr4	166733384	167234796	-
ANXA10	annexin A10	chr4	168092537	168187736	+
DDX60	DExD/H-box helicase 60	chr4	168216291	168318883	-
DDX60L	DExD/H-box 60 like	chr4	168356735	168537786	-
PALLD	palladin, cytoskeletal associated protein	chr4	168497052	168928457	+
CBR4	carbonyl reductase 4	chr4	168863770	169010311	-
SH3RF1	SH3 domain containing ring finger 1	chr4	169094259	169271185	-
NEK1	NIMA related kinase 1	chr4	169369704	169612644	-
CLCN3	chloride voltage-gated channel 3	chr4	169612438	169723673	+
HPF1	histone PARylation factor 1	chr4	169729468	169757944	-
MFAP3L	microfibril associated protein 3 like	chr4	169986597	170033031	-
AADAT	aminoadipate aminotransferase	chr4	170060219	170091699	-
GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6	chr4	171812254	173041559	+
GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	chr4	173168811	173323967	+
HMGB2	high mobility group box 2	chr4	173331376	173334456	-
SAP30	Sin3A associated protein 30	chr4	173369969	173377532	+
SCRG1	stimulator of chondrogenesis 1	chr4	173384701	173410218	-
HAND2	heart and neural crest derivatives expressed 2	chr4	173524969	173530229	-
FBXO8	F-box protein 8	chr4	174236658	174283676	-
CEP44	centrosomal protein 44	chr4	174283295	174333380	+
HPGD	15-hydroxyprostaglandin dehydrogenase	chr4	174490175	174523154	-
GLRA3	glycine receptor alpha 3	chr4	174636920	174829247	-
ADAM29	ADAM metallopeptidase domain 29	chr4	174829668	174978180	+
GPM6A	glycoprotein M6A	chr4	175632934	176003069	-
WDR17	WD repeat domain 17	chr4	176065840	176182820	+
SPATA4	spermatogenesis associated 4	chr4	176184579	176195585	-
ASB5	ankyrin repeat and SOCS box containing 5	chr4	176213673	176277571	-
SPCS3	signal peptidase complex subunit 3	chr4	176319966	176332245	+
VEGFC	vascular endothelial growth factor C	chr4	176683538	176792922	-
NEIL3	nei like DNA glycosylase 3	chr4	177309860	177362936	+
AGA	aspartylglucosaminidase	chr4	177430774	177442444	-
TENM3	teneurin transmembrane protein 3	chr4	182143918	182803024	+
DCTD	dCMP deaminase	chr4	182890060	182917936	-
WWC2	WW and C2 domain containing 2	chr4	183099126	183320777	+
CLDN22	claudin 22	chr4	183318100	183320276	-
CLDN24	claudin 24	chr4	183321764	183322426	-
CDKN2AIP	CDKN2A interacting protein	chr4	183444635	183449064	+
ING2	inhibitor of growth family member 2	chr4	183505058	183512429	+
RWDD4	RWD domain containing 4	chr4	183639635	183659203	-
TRAPPC11	trafficking protein particle complex subunit 11	chr4	183659267	183713594	+
STOX2	storkhead box 2	chr4	183797692	184023526	+
ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	chr4	184088706	184221230	-
IRF2	interferon regulatory factor 2	chr4	184385702	184474558	-
CASP3	caspase 3	chr4	184627695	184650418	-
PRIMPOL	primase and DNA directed polymerase	chr4	184648461	184694963	+
CENPU	centromere protein U	chr4	184694085	184734130	-
ACSL1	acyl-CoA synthetase long chain family member 1	chr4	184755501	184826853	-
HELT	helt bHLH transcription factor	chr4	185018490	185020953	+
SLC25A4	solute carrier family 25 member 4	chr4	185143233	185150382	+
CFAP97	cilia and flagella associated protein 97	chr4	185159665	185210815	-
SNX25	sorting nexin 25	chr4	185204237	185390928	+
LRP2BP	LRP2 binding protein	chr4	185363655	185397288	-
ANKRD37	ankyrin repeat domain 37	chr4	185396021	185400628	+
UFSP2	UFM1 specific peptidase 2	chr4	185399527	185425979	-
CFAP96	cilia and flagella associated protein 96	chr4	185426014	185449828	+
CCDC110	coiled-coil domain containing 110	chr4	185445182	185471752	-
PDLIM3	PDZ and LIM domain 3	chr4	185500660	185535507	-
SORBS2	sorbin and SH3 domain containing 2	chr4	185585444	185956652	-
TLR3	toll like receptor 3	chr4	186068911	186088073	+
FAM149A	family with sequence similarity 149 member A	chr4	186104419	186175337	+
CYP4V2	cytochrome P450 family 4 subfamily V member 2	chr4	186191475	186215245	+
KLKB1	kallikrein B1	chr4	186225424	186258476	+
F11	coagulation factor XI	chr4	186260159	186291273	+
MTNR1A	melatonin receptor 1A	chr4	186526792	186555567	-
FAT1	FAT atypical cadherin 1	chr4	186587791	186726722	-
ZFP42	ZFP42 zinc finger protein	chr4	187994044	188007005	+
TRIML2	tripartite motif family like 2	chr4	188091247	188109611	-
TRIML1	tripartite motif family like 1	chr4	188139441	188147743	+
FRG1	FSHD region gene 1	chr4	189940842	189963207	+
FRG2	FSHD region gene 2	chr4	190024367	190027257	-
DUX4	double homeobox 4	chr4	190173774	190185942	+
PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B	chr5	92128	189972	+
LRRC14B	leucine rich repeat containing 14B	chr5	191495	196334	+
CCDC127	coiled-coil domain containing 127	chr5	196868	218153	-
SDHA	succinate dehydrogenase complex flavoprotein subunit A	chr5	218274	257083	+
PDCD6	programmed cell death 6	chr5	271621	314974	+
AHRR	aryl hydrocarbon receptor repressor	chr5	320682	438291	+
EXOC3	exocyst complex component 3	chr5	442522	471937	+
SLC9A3	solute carrier family 9 member A3	chr5	470456	524449	-
CEP72	centrosomal protein 72	chr5	612330	667168	+
TPPP	tubulin polymerization promoting protein	chr5	659862	693997	-
ZDHHC11B	zinc finger DHHC-type containing 11B	chr5	710355	784729	-
ZDHHC11	zinc finger DHHC-type containing 11	chr5	795605	858973	-
BRD9	bromodomain containing 9	chr5	850291	892838	-
TRIP13	thyroid hormone receptor interactor 13	chr5	892884	919357	+
NKD2	NKD inhibitor of WNT signaling pathway 2	chr5	1008021	1040630	+
SLC12A7	solute carrier family 12 member 7	chr5	1050384	1155916	-
SLC6A19	solute carrier family 6 member 19	chr5	1201595	1225111	+
SLC6A18	solute carrier family 6 member 18	chr5	1225381	1246189	+
TERT	telomerase reverse transcriptase	chr5	1253147	1295085	-
CLPTM1L	CLPTM1 like	chr5	1317744	1345099	-
SLC6A3	solute carrier family 6 member 3	chr5	1392794	1445514	-
LPCAT1	lysophosphatidylcholine acyltransferase 1	chr5	1456480	1524282	-
MRPL36	mitochondrial ribosomal protein L36	chr5	1798381	1802001	-
NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	chr5	1801363	1816051	+
IRX4	iroquois homeobox 4	chr5	1877413	1887381	-
IRX2	iroquois homeobox 2	chr5	2741794	2751677	-
IRX1	iroquois homeobox 1	chr5	3595832	3601403	+
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	chr5	5140329	5320304	+
ICE1	interactor of little elongation complex ELL subunit 1	chr5	5420664	5490220	+
MED10	mediator complex subunit 10	chr5	6371874	6378571	-
UBE2QL1	ubiquitin conjugating enzyme E2 QL1	chr5	6448859	6496723	+
NSUN2	NOP2/Sun RNA methyltransferase 2	chr5	6599237	6633304	-
SRD5A1	steroid 5 alpha-reductase 1	chr5	6633290	6676539	+
TENT4A	terminal nucleotidyltransferase 4A	chr5	6713291	6757045	+
ADCY2	adenylate cyclase 2	chr5	7395681	7830081	+
CFAP90	cilia and flagella associated protein 90	chr5	7830378	7851512	-
MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	chr5	7851186	7906025	+
FASTKD3	FAST kinase domains 3	chr5	7859159	7869055	-
SEMA5A	semaphorin 5A	chr5	9035033	9546142	-
TAS2R1	taste 2 receptor member 1	chr5	9627347	9712378	-
ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	chr5	10225507	10249897	-
CCT5	chaperonin containing TCP1 subunit 5	chr5	10249929	10266389	+
CMBL	carboxymethylenebutenolidase homolog	chr5	10275875	10307974	-
MARCHF6	membrane associated ring-CH-type finger 6	chr5	10353695	10440388	+
ROPN1L	rhophilin associated tail protein 1 like	chr5	10441524	10559716	+
ANKRD33B	ankyrin repeat domain 33B	chr5	10564070	10657816	+
DAP	death associated protein	chr5	10679230	10761273	-
CTNND2	catenin delta 2	chr5	10971836	11904446	-
DNAH5	dynein axonemal heavy chain 5	chr5	13690328	14011818	-
TRIO	trio Rho guanine nucleotide exchange factor	chr5	14143342	14532128	+
OTULINL	OTU deubiquitinase with linear linkage specificity like	chr5	14581792	14616180	+
OTULIN	OTU deubiquitinase with linear linkage specificity	chr5	14664664	14716529	+
ANKH	ANKH inorganic pyrophosphate transport regulator	chr5	14704800	14871877	-
FBXL7	F-box and leucine rich repeat protein 7	chr5	15500180	15939795	+
MARCHF11	membrane associated ring-CH-type finger 11	chr5	16067139	16180762	-
ZNF622	zinc finger protein 622	chr5	16451518	16465811	-
RETREG1	reticulophagy regulator 1	chr5	16473038	16617101	-
MYO10	myosin X	chr5	16661907	16936288	-
BASP1	brain abundant membrane attached signal protein 1	chr5	17065598	17276843	+
H3Y2	H3.Y histone 2	chr5	17490967	17492076	-
TAF11L2	TATA-box binding protein associated factor 11 like 2	chr5	17498231	17498827	+
TAF11L3	TATA-box binding protein associated factor 11 like 3	chr5	17518367	17518963	+
TAF11L4	TATA-box binding protein associated factor 11 like 4	chr5	17521801	17522397	+
TAF11L5	TATA-box binding protein associated factor 11 like 5	chr5	17525235	17525831	+
TAF11L6	TATA-box binding protein associated factor 11 like 6	chr5	17528669	17529265	+
TAF11L7	TATA-box binding protein associated factor 11 like 7	chr5	17585162	17585758	-
TAF11L8	TATA-box binding protein associated factor 11 like 8	chr5	17590364	17590960	-
TAF11L9	TATA-box binding protein associated factor 11 like 9	chr5	17593798	17594394	-
TAF11L10	TATA-box binding protein associated factor 11 like 10	chr5	17597232	17597828	-
TAF11L11	TATA-box binding protein associated factor 11 like 11	chr5	17604177	17605910	+
TAF11L12	TATA-box binding protein associated factor 11 like 12	chr5	17610392	17612111	+
TAF11L13	TATA-box binding protein associated factor 11 like 13	chr5	17632088	17632684	+
TAF11L14	TATA-box binding protein associated factor 11 like 14	chr5	17634460	17635053	+
H3Y1	H3.Y histone 1	chr5	17654868	17655849	-
CDH18	cadherin 18	chr5	19471296	20575873	-
CDH12	cadherin 12	chr5	21750673	22853344	-
PRDM9	PR/SET domain 9	chr5	23443586	23528093	+
CDH10	cadherin 10	chr5	24487099	24644978	-
CDH9	cadherin 9	chr5	26880597	27121150	-
CDH6	cadherin 6	chr5	31193686	31329146	+
DROSHA	drosha ribonuclease III	chr5	31400494	31533186	-
C5orf22	chromosome 5 open reading frame 22	chr5	31532287	31555053	+
PDZD2	PDZ domain containing 2	chr5	31639121	32110933	+
GOLPH3	golgi phosphoprotein 3	chr5	32124712	32174319	-
MTMR12	myotubularin related protein 12	chr5	32226994	32313013	-
ZFR	zinc finger RNA binding protein	chr5	32354350	32444761	-
SUB1	SUB1 regulator of transcription	chr5	32531633	32604507	+
NPR3	natriuretic peptide receptor 3	chr5	32689070	32791724	+
TARS1	threonyl-tRNA synthetase 1	chr5	33440696	33469531	+
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	chr5	33523535	33892019	-
RXFP3	relaxin family peptide receptor 3	chr5	33936386	33938918	+
SLC45A2	solute carrier family 45 member 2	chr5	33944623	33984693	-
AMACR	alpha-methylacyl-CoA racemase	chr5	33986165	34008104	-
C1QTNF3	C1q and TNF related 3	chr5	34017858	34043228	-
RAI14	retinoic acid induced 14	chr5	34656328	34832612	+
TTC23L	tetratricopeptide repeat domain 23 like	chr5	34838833	34900511	+
RAD1	RAD1 checkpoint DNA exonuclease	chr5	34900072	34918989	-
BRIX1	biogenesis of ribosomes BRX1	chr5	34915273	34926622	+
DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	chr5	34929548	34958964	+
AGXT2	alanine--glyoxylate aminotransferase 2	chr5	34997427	35048240	-
PRLR	prolactin receptor	chr5	35048756	35230533	-
SPEF2	sperm flagellar 2	chr5	35617844	35814611	+
IL7R	interleukin 7 receptor	chr5	35852695	35879603	+
CAPSL	calcyphosine like	chr5	35904288	35938779	-
UGT3A1	UDP glycosyltransferase family 3 member A1	chr5	35951006	36001028	-
UGT3A2	UDP glycosyltransferase family 3 member A2	chr5	36031828	36071358	-
LMBRD2	LMBR1 domain containing 2	chr5	36098407	36151921	-
SKP2	S-phase kinase associated protein 2	chr5	36151989	36196849	+
NADK2	NAD kinase 2, mitochondrial	chr5	36192589	36242279	-
RANBP3L	RAN binding protein 3 like	chr5	36246913	36302114	-
SLC1A3	solute carrier family 1 member 3	chr5	36596588	36688335	+
NIPBL	NIPBL cohesin loading factor	chr5	36876769	37066413	+
CPLANE1	ciliogenesis and planar polarity effector complex subunit 1	chr5	37106228	37249400	-
NUP155	nucleoporin 155	chr5	37288137	37371140	-
WDR70	WD repeat domain 70	chr5	37379281	37753435	+
GDNF	glial cell derived neurotrophic factor	chr5	37812677	37840041	-
EGFLAM	EGF like, fibronectin type III and laminin G domains	chr5	38258409	38465480	+
LIFR	LIF receptor subunit alpha	chr5	38474668	38608354	-
OSMR	oncostatin M receptor	chr5	38845852	38945596	+
RICTOR	RPTOR independent companion of MTOR complex 2	chr5	38937920	39074402	-
FYB1	FYN binding protein 1	chr5	39105252	39274528	-
C9	complement C9	chr5	39283982	39371324	-
DAB2	DAB adaptor protein 2	chr5	39371675	39462300	-
TTC33	tetratricopeptide repeat domain 33	chr5	40512333	40755963	-
PTGER4	prostaglandin E receptor 4	chr5	40679915	40693735	+
PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	chr5	40759389	40798374	-
RPL37	ribosomal protein L37	chr5	40825262	40835269	-
CARD6	caspase recruitment domain family member 6	chr5	40841308	40860175	+
C7	complement C7	chr5	40909419	41020216	+
MROH2B	maestro heat like repeat family member 2B	chr5	40998017	41071342	-
C6	complement C6	chr5	41140236	41261561	-
PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3	chr5	41306952	41510601	-
OXCT1	3-oxoacid CoA-transferase 1	chr5	41730064	41870589	-
RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1	chr5	41904188	41921636	+
FBXO4	F-box protein 4	chr5	41925210	41941743	+
GHR	growth hormone receptor	chr5	42423439	42721878	+
CCDC152	coiled-coil domain containing 152	chr5	42756799	42802439	+
SELENOP	selenoprotein P	chr5	42799880	42887392	-
ANXA2R	annexin A2 receptor	chr5	43039233	43043170	-
ZNF131	zinc finger protein 131	chr5	43065176	43192021	+
NIM1K	NIM1 serine/threonine protein kinase	chr5	43192071	43280862	+
HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	chr5	43287470	43313512	-
CCL28	C-C motif chemokine ligand 28	chr5	43376645	43412391	-
TMEM267	transmembrane protein 267	chr5	43444252	43484476	-
C5orf34	chromosome 5 open reading frame 34	chr5	43486709	43515148	-
PAIP1	poly(A) binding protein interacting protein 1	chr5	43526267	43557758	-
NNT	nicotinamide nucleotide transhydrogenase	chr5	43602660	43707405	+
FGF10	fibroblast growth factor 10	chr5	44300247	44389977	-
MRPS30	mitochondrial ribosomal protein S30	chr5	44808947	44820428	+
HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1	chr5	45254948	45696498	-
EMB	embigin	chr5	50396192	50443248	-
PARP8	poly(ADP-ribose) polymerase family member 8	chr5	50665899	50846519	+
ISL1	ISL LIM homeobox 1	chr5	51383443	51394730	+
ITGA1	integrin subunit alpha 1	chr5	52787916	52959209	+
PELO	pelota mRNA surveillance and ribosome rescue factor	chr5	52787916	52804044	+
ITGA2	integrin subunit alpha 2	chr5	52989320	53094779	+
